u0, u1, u2, u3, u4, u5, u6, u7, u8, u9, sk0, sk1, sk2, sk3, st0, st1, st2, st3, st4, st5, r1, r2, r3, r4, r5, r6, r7, r8, r9, r10, r11, r12, r13, r14, r15, r16, r17, r18, r19, r20, r21, r22, r23, r24, r25, r26
0x43,0x0,0x1,0x3,0x1,0x0,0x3,0x1,0x1e,0xf,46,113,139,0,9,13,17,16,14,4,2,2,2,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,1,1,1,0,0,0,1,1,0,
0x3c,0x0,0x1,0x2,0x0,0x0,0x4,0x0,0x2d,0x14,93,103,107,5,17,10,19,13,5,16,0,2,2,1,1,1,1,0,2,0,0,1,0,0,3,0,2,0,0,1,2,0,0,0,0,0,0,
0x43,0x0,0x1,0x2,0x0,0x0,0x3,0x0,0x2d,0x13,95,115,139,0,21,16,15,13,7,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,2,0,2,1,1,0,0,0,0,0,1,
0x3e,0x0,0x1,0x2,0x0,0x0,0x4,0x0,0x32,0x14,92,101,150,5,9,3,23,6,1,5,1,1,1,0,0,1,1,1,1,0,0,0,0,0,3,0,2,1,1,0,1,1,0,0,0,0,1,
0x31,0x0,0x1,0x2,0x0,0x0,0x4,0x0,0x23,0x10,39,111,144,0,11,2,19,13,7,5,2,2,2,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,
0x33,0x0,0x1,0x2,0x0,0x0,0x3,0x0,0x28,0x14,64,80,157,0,17,1,20,16,7,4,2,2,2,0,0,0,0,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,
0x38,0x0,0x1,0x2,0x0,0x0,0x3,0x0,0x23,0x10,78,111,126,0,14,8,17,14,18,10,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,2,0,0,1,2,2,1,2,1,1,1,
0x43,0x0,0x1,0x2,0x0,0x0,0x5,0x0,0x23,0x13,107,108,122,0,19,0,21,5,8,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,2,0,0,0,1,2,2,1,2,2,1,
0x3e,0x0,0x1,0x2,0x1,0x0,0x4,0x1,0x23,0x11,81,90,95,2,14,2,17,16,15,5,2,2,2,2,2,0,0,2,0,0,0,1,0,0,2,0,2,1,0,0,0,0,2,1,2,1,1,
0x45,0x0,0x1,0x2,0x0,0x0,0x4,0x0,0x28,0x13,52,96,114,0,17,18,11,6,8,13,1,2,2,0,0,0,0,0,2,1,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,
0x3d,0x0,0x1,0x2,0x1,0x0,0x3,0x1,0x1e,0x10,4,39,64,0,11,11,17,17,13,5,1,2,2,0,0,0,0,1,0,0,0,1,0,0,2,0,3,0,1,1,1,0,0,0,1,1,0,
0x3c,0x0,0x1,0x2,0x0,0x0,0x5,0x0,0x32,0x16,10,46,115,5,21,15,19,17,19,12,2,2,2,0,0,0,0,2,2,2,0,2,0,0,2,0,2,2,0,0,0,1,1,1,0,0,1,
0x55,0x0,0x1,0x2,0x0,0x0,0x3,0x0,0x28,0x14,95,117,121,0,18,8,16,13,19,11,1,2,2,0,0,0,1,1,1,1,1,1,1,1,3,1,2,0,2,0,2,0,0,0,0,0,1,
0x49,0x0,0x1,0x2,0x1,0x0,0x3,0x1,0x23,0x8,10,78,99,2,14,7,10,8,19,8,1,2,2,1,0,0,1,1,1,0,0,0,0,1,2,0,2,0,1,0,1,1,0,0,0,0,0,
0x37,0x0,0x1,0x2,0x1,0x0,0x3,0x1,0x23,0x7,75,139,167,2,10,9,21,15,9,8,2,2,2,1,1,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,
0x38,0x0,0x1,0x2,0x0,0x0,0x4,0x0,0x23,0x13,75,110,112,3,20,8,19,24,1,2,2,2,2,0,0,0,0,1,1,0,0,1,0,0,3,0,2,0,1,1,1,0,0,0,1,1,1,
0x45,0x0,0x1,0x2,0x0,0x0,0x6,0x0,0x3c,0x17,68,83,157,2,21,5,23,14,16,11,2,3,2,1,1,1,1,2,3,1,1,2,1,1,3,0,3,1,1,3,1,1,1,1,1,1,1,
0x64,0x0,0x1,0x2,0x0,0x0,0x1,0x0,0x23,0x12,51,59,95,0,14,4,15,5,19,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,1,1,1,1,
0x3b,0x0,0x1,0x2,0x0,0x0,0x3,0x0,0x2d,0x14,98,106,115,0,15,8,20,17,14,11,3,3,2,1,1,0,0,0,2,0,1,0,0,0,3,0,3,0,0,0,0,2,2,1,1,1,0,
0x4e,0x0,0x1,0x2,0x0,0x0,0x5,0x0,0x3c,0x17,7,82,107,0,25,14,20,22,18,14,2,2,2,1,1,1,1,2,2,1,1,1,1,1,3,1,3,1,1,1,1,2,2,1,1,1,2,
0x6c,0x0,0x1,0x1,0x0,0x0,0x6,0x0,0x3c,0x16,64,80,99,0,24,13,24,21,11,8,2,2,2,1,1,1,2,2,2,1,1,3,1,1,3,0,3,1,2,2,2,1,1,1,1,1,2,
0x6c,0x0,0x1,0x2,0x0,0x0,0x5,0x0,0x3c,0x16,64,94,107,5,23,16,26,20,17,16,2,2,2,2,2,1,1,2,2,1,1,1,1,1,3,0,3,1,1,2,1,1,1,1,1,1,1,
0x6d,0x0,0x1,0x3,0x1,0x0,0x6,0x1,0x28,0x12,64,102,137,2,15,11,20,14,18,8,0,0,0,2,2,1,1,2,2,1,1,1,1,1,3,0,3,1,1,2,1,2,2,2,2,2,1,
0x61,0x0,0x1,0x2,0x0,0x0,0x5,0x0,0x37,0x18,84,90,101,0,23,7,24,21,18,8,2,2,2,1,1,0,2,2,2,1,1,2,1,1,3,0,2,0,1,1,1,1,1,1,2,2,2,
0x67,0x0,0x1,0x2,0x1,0x0,0x6,0x1,0x46,0x1c,62,68,159,2,26,25,28,24,20,23,2,3,3,2,2,2,2,2,3,2,2,3,2,2,3,1,3,2,2,3,2,2,2,2,2,2,1,
0x96,0x0,0x1,0x2,0x0,0x0,0x6,0x0,0x4b,0x1d,45,110,148,3,25,24,28,25,21,24,3,3,3,2,2,1,2,2,3,2,2,3,2,2,3,0,3,2,2,2,2,2,2,2,2,2,2,
0x99,0x0,0x1,0x1,0x0,0x0,0x6,0x1,0x46,0x18,64,75,108,3,30,24,29,12,6,11,0,0,0,0,0,0,2,2,1,1,1,1,1,1,3,1,2,0,3,2,2,1,1,2,2,2,1,
0x7a,0x0,0x2,0x2,0x0,0x0,0x4,0x0,0x28,0xc,97,113,139,0,14,5,15,12,11,16,0,0,0,0,0,0,1,1,1,1,1,1,3,3,1,1,0,0,0,0,0,2,2,2,2,2,1,
0x44,0x0,0x2,0x3,0x0,0x0,0x3,0x0,0x2d,0xd,47,104,110,0,18,5,14,9,15,4,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,2,2,2,2,2,1,
0x3b,0x0,0x2,0x2,0x1,0x0,0x4,0x1,0x23,0xa,43,51,118,0,11,10,13,8,18,14,0,0,0,1,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,1,1,3,3,3,3,3,0,
0x40,0x0,0x2,0x2,0x0,0x0,0x4,0x0,0x23,0xb,43,111,125,0,14,17,8,8,19,13,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,3,3,3,2,2,1,
0x44,0x0,0x2,0x2,0x0,0x0,0x3,0x0,0x28,0x9,37,105,114,0,16,5,9,17,0,13,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,1,1,1,2,2,2,3,3,1,
0x3a,0x0,0x2,0x2,0x0,0x0,0x4,0x0,0x2d,0xd,108,111,144,0,24,1,26,13,7,1,1,1,1,1,1,1,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,2,2,2,2,2,1,
0x47,0x0,0x2,0x2,0x0,0x0,0x4,0x0,0x2d,0xc,104,120,168,0,14,10,11,8,16,2,0,0,0,0,0,0,1,1,1,0,0,1,2,2,1,0,0,0,1,1,1,2,2,2,2,2,1,
0x3c,0x0,0x2,0x2,0x0,0x0,0x4,0x0,0x32,0xc,10,16,81,2,13,20,13,15,15,13,0,0,0,2,0,1,0,0,1,0,0,0,2,2,1,0,0,1,0,0,0,2,2,2,2,2,1,
0x48,0x0,0x2,0x2,0x0,0x0,0x3,0x0,0x28,0xe,16,104,145,0,22,8,8,21,10,7,0,0,0,1,0,2,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,2,2,2,2,2,2,
0x44,0x0,0x2,0x2,0x0,0x0,0x2,0x0,0x28,0x8,94,98,139,0,14,7,17,11,9,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,2,2,1,
0x38,0x0,0x2,0x2,0x0,0x0,0x4,0x0,0x2d,0x9,121,124,158,0,18,7,13,12,11,7,0,0,0,0,0,0,1,2,1,0,0,2,2,2,0,0,0,0,1,1,1,2,2,2,2,2,1,
0x43,0x0,0x2,0x2,0x0,0x0,0x4,0x0,0x2d,0xa,57,148,151,3,18,5,17,23,2,11,1,1,1,0,0,1,0,0,0,0,0,0,2,2,1,0,2,2,0,0,0,2,2,2,2,2,1,
0x47,0x0,0x2,0x2,0x0,0x0,0x3,0x0,0x23,0x9,122,147,168,0,14,11,16,14,20,8,0,0,0,1,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,3,3,3,3,3,1,
0x48,0x0,0x2,0x2,0x0,0x0,0x3,0x0,0x32,0xb,104,107,112,3,17,19,17,11,17,10,0,0,0,1,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,3,3,3,2,2,1,
0x4f,0x0,0x2,0x1,0x0,0x0,0x5,0x0,0x2d,0xe,98,99,141,0,20,0,27,7,9,1,1,1,1,1,1,1,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,3,2,2,3,2,1,
0x42,0x0,0x2,0x2,0x0,0x0,0x5,0x0,0x28,0xd,16,83,144,0,18,11,15,9,10,8,1,1,1,1,1,2,0,0,1,0,0,0,2,2,1,0,0,3,0,0,0,2,2,2,2,2,1,
0x48,0x0,0x2,0x2,0x1,0x0,0x4,0x1,0x28,0x5,1,78,147,0,9,7,21,19,13,14,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,2,2,2,2,2,0,
0x40,0x0,0x2,0x2,0x1,0x0,0x4,0x1,0x28,0xd,46,113,132,2,22,13,18,15,20,8,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,1,2,2,2,2,2,0,
0x4b,0x0,0x2,0x2,0x0,0x0,0x5,0x0,0x28,0x8,47,101,103,5,21,4,22,14,8,6,0,0,0,1,0,0,0,2,1,0,0,0,2,2,1,0,0,1,0,0,0,2,2,2,2,2,0,
0x43,0x0,0x2,0x2,0x0,0x0,0x3,0x0,0x28,0xc,87,91,166,0,14,13,17,9,8,11,1,1,0,0,0,1,0,0,2,0,0,0,2,2,2,0,1,1,0,0,0,2,2,2,2,2,1,
0x42,0x0,0x2,0x3,0x1,0x0,0x4,0x1,0x2d,0xb,43,46,84,0,12,5,13,14,17,7,1,1,1,0,0,1,0,1,0,0,0,1,2,2,1,0,1,1,0,0,0,2,2,2,2,2,1,
0x40,0x0,0x2,0x2,0x0,0x0,0x5,0x0,0x32,0xe,22,30,167,2,19,21,14,13,12,25,0,0,0,0,0,0,1,2,2,1,1,2,3,3,1,1,0,2,0,1,1,3,2,2,3,2,2,
0x63,0x0,0x2,0x2,0x0,0x0,0x4,0x0,0x28,0xb,4,43,113,0,19,9,17,13,17,3,0,1,1,0,0,2,1,1,1,1,1,1,3,3,1,1,1,2,0,0,0,2,2,2,2,2,1,
0x50,0x0,0x2,0x2,0x0,0x0,0x5,0x0,0x23,0xd,109,125,167,0,13,1,20,10,8,4,0,0,0,1,1,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,3,3,3,3,3,1,
0x40,0x0,0x2,0x2,0x0,0x0,0x5,0x0,0x32,0xe,110,126,144,3,17,8,21,17,14,13,0,1,1,1,1,1,0,0,2,0,0,1,2,3,1,0,0,1,0,0,0,3,3,3,3,3,1,
0x58,0x0,0x2,0x1,0x0,0x0,0x6,0x0,0x3c,0xf,4,68,99,0,20,14,24,23,17,14,1,1,1,2,2,1,1,1,3,1,1,2,3,3,3,1,1,2,1,2,1,3,3,3,3,3,1,
0x7c,0x0,0x2,0x2,0x0,0x0,0x5,0x0,0x32,0xd,47,51,105,0,17,4,19,18,10,12,1,1,0,0,0,1,1,2,3,1,3,1,3,3,3,1,1,1,0,2,1,3,3,3,3,3,1,
0x64,0x0,0x2,0x2,0x0,0x0,0x5,0x0,0x28,0xc,81,98,141,0,15,7,18,14,17,11,1,1,1,0,0,1,0,1,3,0,0,0,2,2,3,0,1,1,0,1,0,3,2,2,2,2,1,
0x53,0x0,0x2,0x2,0x0,0x0,0x4,0x0,0x28,0xb,16,68,161,0,14,8,14,11,7,9,1,1,1,1,1,1,0,1,3,0,2,0,2,2,3,0,0,0,0,1,0,2,2,2,2,2,1,
0x48,0x0,0x2,0x2,0x0,0x0,0x6,0x0,0x41,0x1d,7,108,128,0,29,28,30,24,24,6,2,2,2,1,1,2,2,2,2,2,2,1,3,3,3,1,1,2,2,1,1,3,3,2,2,2,2,
0x90,0x0,0x2,0x2,0x0,0x0,0x3,0x0,0x28,0x4,1,46,58,0,7,6,10,4,6,15,0,0,0,0,0,0,1,0,2,1,2,2,1,1,0,0,0,0,0,2,3,0,3,0,0,0,0,
0x3d,0x0,0x2,0x2,0x0,0x0,0x4,0x0,0x2d,0x7,94,101,109,5,15,10,9,8,14,7,0,0,1,0,0,2,2,1,3,0,0,1,2,2,1,0,1,2,1,1,1,3,1,2,2,2,1,
0x49,0x0,0x3,0x2,0x0,0x0,0x4,0x0,0x28,0x4,39,46,88,0,11,12,14,8,18,13,0,0,0,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,2,2,2,0,
0x44,0x0,0x3,0x2,0x1,0x0,0x4,0x1,0x2d,0x6,22,47,68,2,17,13,19,11,16,20,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2,2,2,0,
0x4c,0x0,0x3,0x2,0x0,0x0,0x4,0x0,0x23,0x5,89,104,111,0,14,8,17,9,6,4,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,3,3,0,
0x3b,0x0,0x3,0x2,0x1,0x0,0x3,0x1,0x32,0x5,41,86,160,0,6,18,12,3,21,19,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,0,
0x43,0x0,0x3,0x2,0x1,0x0,0x5,0x1,0x1e,0x3,47,52,117,0,11,11,9,12,18,7,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,2,3,3,0,
0x43,0x0,0x3,0x2,0x0,0x0,0x4,0x0,0x28,0x4,10,39,81,0,9,7,20,14,23,13,1,1,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,1,
0x4b,0x0,0x3,0x2,0x1,0x0,0x4,0x1,0x28,0x5,106,153,168,0,6,14,17,12,18,5,0,0,0,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,
0x3f,0x0,0x3,0x2,0x1,0x0,0x4,0x1,0x32,0x5,56,128,166,2,12,17,8,15,22,13,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,2,2,2,1,
0x48,0x0,0x3,0x2,0x1,0x0,0x5,0x1,0x28,0xc,36,98,155,0,7,8,6,13,14,19,0,0,0,2,2,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,2,2,2,2,2,
0x41,0x0,0x3,0x2,0x1,0x0,0x2,0x1,0x32,0x2,33,47,50,0,11,4,8,13,17,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,
0x34,0x0,0x3,0x2,0x1,0x0,0x4,0x1,0x28,0x5,57,117,153,2,13,8,8,7,9,1,0,0,0,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,
0x31,0x0,0x3,0x2,0x1,0x0,0x3,0x1,0x28,0x3,81,126,149,0,8,5,14,12,17,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,
0x34,0x0,0x3,0x2,0x0,0x0,0x4,0x0,0x28,0x6,45,88,101,0,16,12,20,20,14,11,0,0,0,2,2,2,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,2,2,2,2,2,0,
0x54,0x0,0x3,0x2,0x0,0x0,0x4,0x0,0x23,0x5,10,82,125,0,15,10,21,13,11,18,0,0,0,2,2,0,1,1,1,0,0,1,2,2,1,0,0,0,0,1,1,3,3,3,3,3,1,
0x51,0x0,0x3,0x2,0x1,0x0,0x3,0x1,0x1e,0x3,22,72,122,0,17,6,17,15,20,8,0,0,0,2,2,0,0,2,1,0,0,2,0,0,0,0,0,0,2,1,1,2,2,2,3,3,1,
0x4d,0x0,0x3,0x2,0x1,0x0,0x4,0x1,0x2d,0x6,4,25,102,2,14,11,18,12,17,13,1,1,0,2,2,1,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,2,2,2,2,2,0,
0x4e,0x0,0x3,0x2,0x0,0x0,0x4,0x0,0x28,0x4,72,124,167,0,9,13,20,19,23,30,0,0,0,3,2,0,1,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,2,2,2,2,0,
0x59,0x0,0x3,0x1,0x1,0x0,0x5,0x1,0x32,0x7,19,68,83,2,20,7,11,17,19,11,1,1,0,2,2,3,0,0,2,0,0,1,0,0,1,0,1,3,0,1,0,2,2,2,2,2,1,
0x54,0x0,0x3,0x3,0x1,0x0,0x6,0x1,0x32,0x7,64,98,153,0,16,13,19,8,19,12,2,2,2,1,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,1,0,3,3,3,2,2,0,
0x54,0x0,0x3,0x2,0x1,0x0,0x5,0x1,0x32,0x7,63,74,82,2,20,7,19,17,22,12,1,1,1,3,3,1,0,0,1,2,0,2,0,0,1,0,1,1,0,1,0,2,2,2,2,2,0,
0x5a,0x0,0x3,0x2,0x1,0x0,0x5,0x1,0x32,0x8,10,72,93,2,10,7,8,14,22,9,1,1,1,2,2,1,3,0,3,0,2,0,0,0,1,1,1,1,2,3,3,3,2,2,2,2,0,
0x46,0x0,0x3,0x2,0x1,0x0,0x6,0x1,0x3c,0xf,53,132,133,3,27,19,12,20,23,23,1,1,1,2,2,1,1,1,2,0,0,1,0,0,2,0,1,1,0,2,0,2,2,2,2,2,0,
0x67,0x0,0x3,0x2,0x0,0x0,0x5,0x0,0x32,0x5,120,123,124,0,14,20,8,9,16,20,0,0,0,3,3,0,1,0,2,1,1,1,0,0,3,0,0,0,0,2,0,3,3,3,2,2,1,
0x54,0x0,0x3,0x1,0x0,0x0,0x6,0x0,0x46,0x18,61,129,148,2,25,27,15,24,18,24,2,2,2,3,2,2,1,1,2,1,1,3,3,1,3,1,2,3,1,2,1,3,3,3,3,3,1,
0x8a,0x0,0x3,0x2,0x1,0x0,0x6,0x1,0x4b,0x1c,63,159,160,2,27,24,24,12,24,12,2,2,2,3,3,2,1,1,2,2,2,3,2,2,2,2,3,3,3,1,1,3,3,3,3,3,2,
0x90,0x0,0x3,0x2,0x1,0x0,0x6,0x1,0x3c,0x16,25,64,157,2,24,22,18,20,24,22,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,3,3,2,
0x84,0x0,0x3,0x2,0x0,0x0,0x1,0x0,0x23,0x4,10,52,168,0,7,8,13,5,14,11,0,0,0,0,0,3,1,1,1,1,1,1,1,0,0,0,0,3,0,1,0,2,1,1,0,0,2,
0x8a,0x0,0x4,0x2,0x0,0x0,0x4,0x0,0x28,0xa,35,39,43,0,15,24,11,13,6,18,0,0,0,2,2,0,1,1,1,3,3,1,1,1,1,1,0,0,0,0,0,2,2,2,0,0,2,
